D (in),P (in),Power (W),RPM,Thrust (N),Speed (m/s),Weight,KV,Max Amps
10,5,80,6510,5.7466969,13.768832,0,0,0
10,5,80,6570,5.67805035,13.902944,0,0,0
10,5,80,6630,5.6094038,14.037056,0,0,0
10,5,82,6720,6.0212831,14.215872,0,0,0
10,5,83,6690,5.93302325,14.171168,77,1085,20
10,5,85,6630,6.10954295,14.037056,0,0,0
10,5,85,6810,6.26644935,14.394688,102,1005,40
10,5,85,6810,6.71755525,14.394688,63,823,15
10,5,86,6690,5.7466969,14.171168,0,0,0
10,5,86,7080,6.4331624,14.97584,90,825,0
10,5,87,6690,6.0016698,14.171168,0,0,0
10,5,87,6810,6.05070305,14.394688,82,827,17
10,5,87,6900,6.3154826,14.618208,107,893,35
10,5,88,6690,5.9232166,14.171168,0,0,0
10,5,88,6720,6.1978028,14.215872,0,0,0
10,5,89,6840,6.1978028,14.484096,0,0,0
10,5,90,6870,5.9428299,14.5288,63,823,15
10,5,93,6810,5.99186315,14.394688,58,930,0
10,5,94,6780,6.1193496,14.349984,51,920,12
10,5,94,6930,6.5312289,14.662912,0,0,0
10,5,96,6840,6.2566427,14.484096,65,894,13.5
10,5,96,7005,7.10982125,14.841728,63,823,15
10,5,97,6000,4.903325,12.695936,0,0,0
10,5,99,6990,6.59987545,14.797024,0,0,0
10,5,101,7020,6.864655,14.841728,0,0,0
10,5,104,6840,6.3939358,14.484096,0,0,0
10,5,104,7020,6.7273619,14.841728,0,0,0
10,5,104,7020,6.79600845,14.841728,0,0,0
10,5,104,7140,6.5312289,15.109952,0,0,0
10,5,104,7170,6.69794195,15.19936,0,0,0
10,5,104,7170,6.8450417,15.19936,0,0,0
10,5,105,7350,7.1784678,15.556992,0,0,0
10,5,106,7170,7.03136805,15.19936,0,0,0
10,5,108,7320,7.30595425,15.512288,0,0,0
10,5,109,7140,7.1980811,15.109952,0,0,0
10,5,109,7440,7.453054,15.735808,90,825,0
10,5,110,7320,7.1588545,15.512288,77,1085,20
10,5,110,7350,7.1000146,15.556992,82,827,17
10,5,111,6960,6.63910205,14.75232,0,0,0
10,5,111,7380,7.3746008,15.601696,0,0,0
10,5,113,7170,6.8842683,15.19936,0,0,0
10,5,113,7560,7.6884136,16.004032,107,893,35
10,5,116,7500,7.7080269,15.86992,102,1005,40
10,5,119,7320,7.03136805,15.512288,58,930,0
10,5,119,7440,7.40402075,15.735808,0,0,0
10,5,121,7380,7.42363405,15.601696,0,0,0
10,5,122,6330,5.4721107,13.4112,0,0,0
10,5,126,7590,7.87473995,16.048736,0,0,0
10,5,127,7260,7.10982125,15.378176,0,0,0
10,5,129,7560,8.07087295,16.004032,0,0,0
10,5,131,7290,7.3353742,15.42288,0,0,0
10,5,132,7500,7.7668668,15.86992,0,0,0
10,5,132,7650,7.7864801,16.182848,0,0,0
10,5,132,7710,7.60015375,16.31696,0,0,0
10,5,134,7740,8.041453,16.361664,0,0,0
10,5,135,7560,7.87473995,16.004032,0,0,0
10,5,135,7650,7.9629998,16.182848,0,0,0
10,5,137,7740,8.09048625,16.361664,0,0,0
10,5,138,7710,8.28661925,16.31696,0,0,0
10,5,140,7680,8.1199062,16.272256,0,0,0
10,5,140,7800,8.46313895,16.495776,0,0,0
10,5,140,8010,8.65927195,16.942816,0,0,0
10,5,141,7650,7.8649333,16.182848,0,0,0
10,5,145,7950,8.4925589,16.808704,77,1085,20
10,5,145,8190,9.022118,17.345152,107,893,35
10,5,146,7860,8.05125965,16.629888,58,930,0
10,5,147,8010,8.69849855,16.942816,0,0,0
10,5,147,8010,8.73772515,16.942816,0,0,0
10,5,148,7860,8.48275225,16.629888,0,0,0
10,5,150,8130,9.022118,17.21104,0,0,0
10,5,152,7710,7.9826131,16.31696,0,0,0
10,5,155,8220,9.36535075,17.389856,102,1005,40
10,5,156,8040,8.83579165,17.032224,0,0,0
10,5,158,8010,8.73772515,16.942816,0,0,0
10,5,163,7680,8.237586,16.272256,0,0,0
10,5,165,8040,9.022118,17.032224,0,0,0
10,5,167,8250,9.38496405,17.479264,0,0,0
10,5,169,8250,9.26728425,17.479264,0,0,0
10,5,174,8580,9.9243298,18.149824,0,0,0
10,5,175,8460,9.81645665,17.926304,0,0,0
10,5,179,8370,9.8458766,17.702784,0,0,0
10,5,181,8220,9.50264385,17.389856,0,0,0
10,5,181,8340,9.4928372,17.65808,0,0,0
10,5,181,8490,9.60071035,17.971008,77,1085,20
10,5,187,8630,10.09104285,18.283936,0,0,0
10,5,193,8820,10.9049948,18.686272,102,1005,40
10,5,194,8490,9.8851032,17.971008,0,0,0
10,5,200,8910,10.787315,18.865088,0,0,0
10,5,203,8610,10.1400761,18.239232,0,0,0
10,5,210,8760,10.73828175,18.55216,0,0,0
10,5,218,9060,11.66010685,19.178016,102,1005,40
10,5,222,9090,11.52281375,19.22272,0,0,0
10,5,227,8940,11.3364874,18.909792,0,0,0
10,5,228,8730,10.81673495,18.462752,0,0,0
10,5,241,9450,12.4544455,19.982688,107,893,35
10,5,253,9270,11.56204035,19.625056,0,0,0
10,5,255,9150,11.76798,19.356832,0,0,0
10,5,257,9210,11.76798,19.490944,136,1160,35
10,5,257,10230,13.0428445,21.636736,0,0,0
10,5,297,9630,12.748645,20.385024,0,0,0
10,5,301,10050,14.3961622,21.279104,0,0,0
10,5,313,9660,13.4547238,20.429728,0,0,0
10,5,351,10470,15.2003075,22.173184,0,0,0
10,5,369,9750,13.9842829,20.653248,0,0,0
10,5,380,10530,16.3574922,22.307296,102,1005,40
10,5,381,10590,15.87696635,22.396704,0,0,0
10,7,32,3630,3.0008349,10.773664,62,670,11
10,7,32,3630,3.0008349,10.773664,62,670,11
10,7,32,4230,2.40262925,12.51712,63,750,15
10,7,35,4410,2.745862,13.053568,63,750,15
10,7,36,4470,2.9027684,13.232384,63,750,15
10,7,42,4590,3.30484105,13.590016,63,823,15
10,7,43,4695,3.4715541,13.902944,63,823,15
10,7,43,4710,3.0008349,13.947648,63,750,15
10,7,44,4620,2.941995,13.679424,63,823,15
10,7,45,4020,3.71672035,11.891264,62,670,11
10,7,45,4020,3.71672035,11.891264,62,670,11
10,7,45,4770,3.4127142,14.126464,90,825,0
10,7,50,4965,3.59904055,14.707616,63,750,15
10,7,51,4950,3.59904055,14.662912,75,895,17
10,7,55,5040,3.7069137,14.931136,0,0,0
10,7,56,5160,3.65788045,15.288768,63,750,15
10,7,60,4350,4.48163905,12.874752,62,670,11
10,7,60,4350,4.48163905,12.874752,62,670,11
10,7,60,5160,3.71672035,15.288768,63,823,15
10,7,61,5160,4.2953127,15.288768,63,823,15
10,7,63,5340,4.314926,15.825216,90,825,0
10,7,67,5490,4.4522191,16.272256,63,750,15
10,7,70,5520,4.48163905,16.361664,75,895,17
10,7,73,5640,4.38357255,16.719296,63,750,15
10,7,74,5550,4.511059,16.451072,0,0,0
10,7,74,5700,4.81506515,16.898112,105,1010,32
10,7,76,5880,5.2367511,17.43456,102,1005,40
10,7,77,5580,4.52086565,16.54048,77,1085,20
10,7,78,4680,5.14849125,13.85824,62,670,11
10,7,78,4680,5.14849125,13.85824,62,670,11
10,7,78,5670,4.54047895,16.808704,63,823,15
10,7,78,5880,5.16810455,17.43456,98,995,30
10,7,81,5745,5.5897905,17.032224,63,823,15
10,7,84,5880,5.28578435,17.43456,90,825,0
10,7,87,6000,6.472389,17.792192,0,0,0
10,7,89,6030,5.6094038,17.8816,63,750,15
10,7,92,6120,5.2367511,18.149824,63,750,15
10,7,92,6150,6.0016698,18.239232,63,750,15
10,7,94,6030,5.3936575,17.8816,75,895,17
10,7,96,6030,5.3936575,17.8816,0,0,0
10,7,98,4980,5.89379665,14.75232,62,670,11
10,7,98,4980,5.89379665,14.75232,62,670,11
10,7,99,6120,5.30539765,18.149824,63,823,15
10,7,100,6390,6.1389629,18.954496,105,1010,32
10,7,104,6240,6.1781895,18.507456,0,0,0
10,7,104,6570,6.67832865,19.44624,102,1005,40
10,7,105,6150,5.5701772,18.239232,77,1085,20
10,7,107,6270,6.83523505,18.596864,63,823,15
10,7,107,6570,6.44296905,19.44624,98,995,30
10,7,111,6420,6.2566427,19.043904,90,825,0
10,7,117,6480,7.22750105,19.22272,63,823,15
10,7,118,6450,6.472389,19.133312,69,1205,25
10,7,118,6450,6.472389,19.133312,0,0,0
10,7,120,6660,7.9433865,19.714464,0,0,0
10,7,122,6540,6.4135491,19.401536,0,0,0
10,7,122,6630,6.3743225,19.66976,75,895,17
10,7,125,6600,6.18799615,19.580352,63,823,15
10,7,129,6720,7.1588545,19.89328,0,0,0
10,7,131,6960,7.3157609,20.608544,175,1235,0
10,7,132,7020,7.56092715,20.78736,105,1010,32
10,7,136,6810,7.1196279,20.161504,77,1085,20
10,7,139,6930,7.453054,20.519136,90,825,0
10,7,139,7260,7.99241975,21.502624,102,1005,40
10,7,144,7050,7.84532,20.876768,75,895,17
10,7,146,7260,7.89435325,21.502624,98,995,30
10,7,149,6990,7.84532,20.697952,0,0,0
10,7,152,6990,7.3549875,20.697952,0,0,0
10,7,161,7260,9.5712904,21.502624,0,0,0
10,7,170,7680,9.1201845,22.754336,105,1010,32
10,7,172,7230,8.0806796,21.413216,0,0,0
10,7,173,7290,8.1395195,21.592032,77,1085,20
10,7,177,5730,8.0610663,16.98752,62,670,11
10,7,177,5730,8.0610663,16.98752,62,670,11
10,7,182,7920,9.80665,23.4696,102,1005,40
10,7,187,7890,9.34573745,23.380192,98,995,30
10,7,205,8220,10.5127288,24.36368,0,0,0
10,7,206,7710,9.42419065,22.843744,77,1085,20
10,7,206,7800,11.3168741,23.111968,0,0,0
10,7,210,8280,10.7088618,24.542496,105,1010,32
10,7,227,8520,11.32668075,25.25776,102,1005,40
10,7,232,7890,9.7674234,23.380192,0,0,0
10,7,232,7890,9.7674234,23.380192,69,1205,25
10,7,235,8490,10.787315,25.168352,98,995,30
10,7,239,8010,9.8851032,23.737824,0,0,0
10,7,239,8010,9.8851032,23.737824,69,1205,25
10,7,253,8550,10.7480884,25.347168,136,887,35
10,7,256,8220,12.8467115,24.36368,0,0,0
10,7,258,8190,10.42446895,24.274272,0,0,0
10,7,258,8190,10.42446895,24.274272,69,1205,25
10,7,259,8250,12.6701918,24.453088,0,0,0
10,7,259,8460,10.8853815,25.078944,136,1160,35
10,7,269,8310,13.1801376,24.631904,0,0,0
10,7,275,8460,11.0815145,25.078944,0,0,0
10,7,282,8820,12.160246,26.15184,0,0,0
10,7,288,8400,13.48414375,24.900128,0,0,0
10,7,312,9030,12.34657235,26.777696,0,0,0
10,7,332,9120,13.140911,27.04592,0,0,0
10,7,387,9810,14.709975,29.0576,175,1235,0
10,7,420,10200,16.2594257,30.219904,102,1005,40
11,7,42,4200,3.5500073,12.427712,0,0,0
11,7,48,4410,3.89324005,13.053568,68,950,15
11,7,54,4560,4.3345393,13.500608,90,825,0
11,7,57,4650,4.28550605,13.768832,82,827,17
11,7,68,4860,5.0406181,14.394688,68,950,15
11,7,73,5160,5.38385085,15.288768,107,893,35
11,7,76,5100,5.4721107,15.109952,90,825,0
11,7,77,5160,5.34462425,15.288768,82,827,17
11,7,78,5130,5.1975245,15.19936,0,0,0
11,7,87,5490,6.1781895,16.272256,0,0,0
11,7,89,5460,6.07031635,16.182848,105,1010,32
11,7,92,5310,5.97224985,15.735808,68,950,15
11,7,95,5580,6.4527757,16.54048,102,1005,40
11,7,101,5580,6.58026215,16.54048,90,825,0
11,7,103,5760,6.75678185,17.076928,107,893,35
11,7,104,5670,6.56064885,16.808704,82,827,17
11,7,112,5730,6.5116156,16.98752,0,0,0
11,7,120,5700,6.93330155,16.898112,68,950,15
11,7,124,5970,7.36479415,17.702784,0,0,0
11,7,124,6030,7.5315072,17.8816,105,1010,32
11,7,131,6060,7.77667345,17.971008,90,825,0
11,7,131,6180,7.7472535,18.32864,82,827,17
11,7,132,6360,8.5317855,18.865088,107,893,35
11,7,133,6210,8.041453,18.418048,98,995,30
11,7,135,6180,8.1199062,18.32864,102,1005,40
11,7,148,6210,8.36507245,18.418048,0,0,0
11,7,150,6300,7.97280645,18.686272,0,0,0
11,7,152,6030,7.8257067,17.8816,68,950,15
11,7,158,6060,8.3160392,17.971008,0,0,0
11,7,163,6630,9.01231135,19.66976,105,1010,32
11,7,165,6480,8.9436648,19.22272,90,825,0
11,7,172,6690,9.610517,19.803872,82,827,17
11,7,175,6870,10.198916,20.34032,107,893,35
11,7,177,6720,9.6693569,19.89328,102,1005,40
11,7,177,6750,9.54187045,19.982688,98,995,30
11,7,196,6840,9.40457735,20.250912,0,0,0
11,7,211,7020,11.0226746,20.78736,136,887,35
11,7,212,7110,10.4931155,21.055584,105,1010,32
11,7,221,6990,10.198916,20.697952,0,0,0
11,7,222,7410,11.91507975,21.949664,107,893,35
11,7,252,7290,11.0815145,21.592032,0,0,0
11,7,258,7590,12.01314625,22.486112,105,1010,32
11,7,295,7980,13.8273765,23.648416,136,887,35
11,7,297,7770,13.4743371,23.02256,102,1005,40
11,7,310,7980,13.533177,23.648416,0,0,0
11,7,316,7890,13.2782041,23.380192,98,995,30
11,7,317,8100,14.3765489,24.006048,0,0,0
11,7,322,7890,13.7489233,23.380192,105,1010,32
11,7,346,8010,15.2395341,23.737824,102,1005,40
11,7,355,7980,14.32751565,23.648416,0,0,0
11,7,383,8580,16.2986523,25.436576,107,893,35
11,7,576,9360,21.2804305,27.71648,102,1005,40
12,6,28,3600,3.20677455,9.119616,0,0,0
12,6,38,4020,3.83440015,10.192512,63,750,15
12,6,39,3990,4.03053315,10.147808,0,0,0
12,6,42,4080,4.0991797,10.371328,0,0,0
12,6,43,4110,4.2953127,10.460736,0,0,0
12,6,47,4230,4.59931885,10.72896,0,0,0
12,6,53,4380,4.903325,11.131296,0,0,0
12,6,53,4470,4.83467845,11.354816,63,750,15
12,6,54,4530,5.3152043,11.488928,90,825,0
12,6,54,4530,5.3152043,11.488928,90,825,0
12,6,60,4560,5.2563644,11.578336,0,0,0
12,6,60,4590,5.2759777,11.667744,0,0,0
12,6,62,4680,5.42307745,11.891264,0,0,0
12,6,69,4740,5.81534345,12.025376,0,0,0
12,6,70,4830,5.7466969,12.248896,63,750,15
12,6,77,5070,6.5900688,12.874752,90,825,0
12,6,77,5070,6.5900688,12.874752,90,825,0
12,6,80,4950,6.3350959,12.561824,0,0,0
12,6,83,5070,6.472389,12.874752,0,0,0
12,6,83,5280,6.93330155,13.4112,107,893,35
12,6,87,5100,6.73716855,12.96416,0,0,0
12,6,91,5280,7.0215614,13.4112,0,0,0
12,6,92,5250,6.864655,13.321792,63,750,15
12,6,104,5310,7.453054,13.500608,0,0,0
12,6,105,5520,7.9826131,14.037056,90,825,0
12,6,105,5520,7.9826131,14.037056,90,825,0
12,6,109,5700,8.3552658,14.484096,136,887,35
12,6,112,5550,8.041453,14.08176,0,0,0
12,6,116,5610,7.9237732,14.260576,63,750,15
12,6,121,5790,8.6886919,14.707616,105,1010,32
12,6,126,5820,8.629852,14.797024,0,0,0
12,6,128,5790,8.56120545,14.707616,0,0,0
12,6,129,5970,9.4339973,15.154656,0,0,0
12,6,130,5600,8.433719,14.215872,0,0,0
12,6,130,5820,8.8652116,14.797024,136,1160,35
12,6,134,5940,9.3163175,15.109952,90,825,0
12,6,134,5940,9.3163175,15.109952,90,825,0
12,6,142,6000,9.5909037,15.244064,0,0,0
12,6,161,5880,9.44380395,14.931136,0,0,0
12,6,162,6150,10.13026945,15.601696,0,0,0
12,6,162,6240,10.1793027,15.86992,0,0,0
12,6,170,6300,10.6500219,16.004032,90,825,0
12,6,170,6300,10.6500219,16.004032,90,825,0
12,6,170,6330,10.54214875,16.09344,0,0,0
12,6,179,6240,10.36562905,15.86992,0,0,0
12,6,189,6540,11.4345539,16.629888,136,887,35
12,6,192,6570,11.4737805,16.674592,136,887,35
12,6,212,6990,13.36646395,17.747488,0,0,0
12,6,219,6810,12.40541225,17.300448,0,0,0
12,6,231,6660,12.356379,16.898112,0,0,0
12,6,239,7200,14.2588691,18.283936,0,0,0
12,6,265,7440,14.709975,18.909792,136,887,35
12,6,280,7290,14.2196425,18.507456,136,1160,35
12,6,294,7590,15.24934075,19.267424,107,893,35
12,6,295,6750,14.121576,17.166336,136,887,35
12,6,307,7380,15.102241,18.730976,136,1160,35
12,6,314,7530,14.906108,19.133312,105,1010,32
12,6,323,7800,16.671305,19.803872,0,0,0
12,6,331,7890,16.8478247,20.027392,0,0,0
12,6,334,7650,15.9848395,19.44624,105,1010,32
12,6,350,7860,16.7693715,19.982688,136,887,35
12,6,359,7800,16.42613875,19.803872,0,0,0
12,6,391,8040,18.240369,20.429728,0,0,0
12,6,393,7920,17.50487025,20.1168,136,887,35
12,6,402,7950,17.97558945,20.206208,0,0,0
12,6,405,8190,17.89713625,20.78736,136,887,35
12,8,91,4890,6.9823348,16.54048,107,893,35
12,8,126,5430,8.7083052,18.373344,107,893,35
12,8,127,5400,8.6886919,18.283936,136,887,35
12,8,136,5460,8.7279185,18.507456,105,1010,32
12,8,170,5940,10.4931155,20.1168,107,893,35
12,8,176,5550,9.5124505,18.77568,136,1160,35
12,8,209,6150,11.52281375,20.832064,136,887,35
12,8,234,6360,12.3171524,21.547328,136,887,35
12,8,281,6390,12.85651815,21.636736,105,1010,32
12,8,320,7050,14.6511351,23.871936,136,887,35
12,8,329,7110,15.494507,24.095456,107,893,35
12,8,400,7590,17.3577705,25.7048,136,887,35
13,4,53,4620,5.3740442,7.8232,90,825,0
13,4,65,4920,6.080123,8.314944,0,0,0
13,4,74,5130,6.83523505,8.672576,90,825,0
13,4,78,5280,6.9823348,8.9408,107,893,35
13,4,91,5430,7.649187,9.209024,0,0,0
13,4,102,5610,8.26700595,9.477248,90,825,0
13,4,121,5880,9.1201845,9.968992,0,0,0
13,4,132,6030,9.8262633,10.192512,90,825,0
13,4,157,6300,10.65982855,10.684256,0,0,0
13,4,167,6450,11.375714,10.907776,90,825,0
13,4,195,6720,11.964113,11.354816,0,0,0
13,4,290,7840,16.9066646,13.277088,107,893,35
13,8,64,3900,5.67805035,13.232384,0,0,0
13,8,76,4110,6.3154826,13.902944,90,825,0
13,8,90,4320,7.0804013,14.618208,0,0,0
13,8,106,4530,7.7472535,15.333472,90,825,0
13,8,113,4680,8.433719,15.86992,107,893,35
13,8,130,4860,8.9044382,16.451072,136,887,35
13,8,135,5040,9.71839015,17.076928,0,0,0
13,8,138,4890,9.022118,16.54048,90,825,0
13,8,142,5130,9.610517,17.389856,136,887,35
13,8,148,5040,9.5124505,17.076928,96,905,50
13,8,177,5220,10.4735022,17.65808,90,825,0
13,8,221,5520,11.6699135,18.686272,90,825,0
13,8,229,5760,12.748645,19.490944,136,887,35
13,8,240,5640,12.2779258,19.088608,136,887,35
13,8,261,5850,13.533177,19.803872,136,887,35
13,8,317,6510,16.6909183,22.039072,0,0,0
13,8,320,6240,15.2003075,21.144992,136,887,35
13,8,340,6420,15.5925735,21.726144,96,905,50
13,8,350,6600,17.05376435,22.352,136,887,35
13,8,375,6540,17.30873725,22.12848,107,893,35
13,8,64,3900,5.67805035,13.232384,0,0,
13,8,76,4110,6.3154826,13.902944,825,0,
13,8,90,4320,7.0804013,14.618208,0,0,
13,8,106,4530,7.7472535,15.333472,825,0,
13,8,113,4680,8.433719,15.86992,893,35,
13,8,130,4860,8.9044382,16.451072,887,35,
13,8,138,4890,9.022118,16.54048,825,0,
13,8,148,5040,9.5124505,17.076928,905,50,
13,8,135,5040,9.71839015,17.076928,0,0,
13,8,142,5130,9.610517,17.389856,887,35,
13,8,177,5220,10.4735022,17.65808,825,0,
13,8,221,5520,11.6699135,18.686272,825,0,
13,8,240,5640,12.2779258,19.088608,887,35,
13,8,229,5760,12.748645,19.490944,887,35,
13,8,261,5850,13.533177,19.803872,887,35,
13,8,320,6240,15.2003075,21.144992,887,35,
13,8,340,6420,15.5925735,21.726144,905,50,
13,8,317,6510,16.6909183,22.039072,0,0,
13,8,375,6540,17.30873725,22.12848,893,35,
13,8,350,6600,17.05376435,22.352,887,35,
13,8,261,5850,13.533177,19.803872,,,
13,8,320,6240,15.2003075,21.144992,,,
13,8,340,6420,15.5925735,21.726144,,,
13,8,317,6510,16.6909183,22.039072,,,
13,8,375,6540,17.30873725,22.12848,,,
13,8,350,6600,17.05376435,22.352,,,